#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18A25
#Date Time: 2023-04-30 20:23:21.724
#Sample rate: 131062Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 200 Hz
#Period: 5 ms
#Amplitude: 2 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.04706179162350643,4.490914806512516,0.5330894789903282
-0.04705416162350642,4.490579028129153,0.6296286834485557
-0.04704653162350643,4.490914806512516,0.7251692064812669
-0.04703890162350643,4.490579028129153,0.8197110480885923
-0.04703127162350643,4.49024324974579,0.9129213144620534
-0.04702364162350643,4.490579028129153,1.005132899409959
-0.04701601162350642,4.490579028129153,1.097011590549555
-0.04700838162350643,4.490914806512516,1.187558706455122
-0.04700075162350643,4.490914806512516,1.277440034743776
-0.04699312162350643,4.491250584895879,1.366322681607041
-0.04698549162350643,4.490579028129153,1.454206647044756
-0.04697786162350643,4.491250584895879,1.541757718674115
-0.04697023162350643,4.491250584895879,1.627977215069528
-0.04696260162350643,4.491250584895879,1.713530923847949
-0.04695497162350643,4.490914806512516,1.798085951201056
-0.04694734162350643,4.491250584895879,1.882308084745533
-0.04693971162350643,4.491250584895879,1.965198643056219
-0.04693208162350643,4.490914806512516,2.047090519941438
-0.04692445162350643,4.491586363279243,2.128649503018142
-0.04691682162350642,4.490914806512516,2.209542698478004
-0.04690919162350643,4.491250584895879,2.288771424895375
-0.04690156162350643,4.491250584895879,2.367334363695828
-0.04689393162350643,4.491250584895879,2.44556440868784
-0.04688630162350643,4.491586363279243,2.522795772254317
-0.04687867162350642,4.491250584895879,2.599028454395504
-0.04687104162350643,4.491922141662607,2.674262455111158
-0.04686341162350643,4.491586363279243,2.748830668209894
-0.04685578162350643,4.491250584895879,2.822400199883233
-0.04684815162350643,4.491250584895879,2.895303943939519
-0.04684052162350643,4.491586363279243,2.967541900378952
-0.04683289162350643,4.491250584895879,3.038781175392923
-0.04682526162350643,4.491250584895879,3.10935466278994
-0.04681763162350643,4.491250584895879,3.17892946876156
-0.04681000162350643,4.491250584895879,3.248171380924608
-0.04680237162350643,4.491250584895879,3.316414611662322
-0.04679474162350643,4.491250584895879,3.383326267166098
-0.04678711162350643,4.491250584895879,3.449905028861367
-0.04677948162350642,4.491586363279243,3.515818002939773
-0.04677185162350643,4.491586363279243,3.58073229559266
-0.04676422162350643,4.491250584895879,3.645313694437101
-0.04675659162350643,4.491250584895879,3.708896411856112
-0.04674896162350643,4.491250584895879,3.771813341658142
-0.04674133162350642,4.491250584895879,3.833731590034826
-0.04673370162350643,4.491250584895879,3.894984050794474
-0.04672607162350643,4.491250584895879,3.955570723937196
-0.04671844162350643,4.491586363279243,4.015158715654517
-0.04671081162350643,4.491250584895879,4.073748025946326
-0.04670318162350643,4.491586363279243,4.132004442429739
-0.04669555162350643,4.491250584895879,4.189262177487697
-0.04668792162350643,4.491250584895879,4.245521231120225
-0.04668029162350643,4.491250584895879,4.300115815710393
-0.04667266162350643,4.490914806512516,4.350382780790299
-0.04666503162350643,4.491586363279243,4.39432476350922
-0.04665740162350643,4.491586363279243,4.422620737229722
-0.04664977162350643,4.491586363279243,4.428945719590772
-0.04664214162350643,4.491586363279243,4.431275976250112
-0.04663451162350643,4.491586363279243,4.432607551484016
-0.04662688162350643,4.491250584895879,4.433606232909446
-0.04661925162350643,4.491586363279243,4.433939126717923
-0.04661162162350643,4.491250584895879,4.434272020526399
-0.04660399162350642,4.491250584895879,4.434604914334876
-0.04659636162350643,4.491586363279243,4.434604914334876
-0.04658873162350643,4.491250584895879,4.434604914334876
-0.04658110162350643,4.491250584895879,4.434272020526399
-0.04657347162350643,4.491250584895879,4.434272020526399
-0.04656584162350642,4.491250584895879,4.434604914334876
-0.04655821162350643,4.490914806512516,4.434604914334876
-0.04655058162350643,4.490914806512516,4.434272020526399
-0.04654295162350643,4.490914806512516,4.434272020526399
-0.04653532162350643,4.491250584895879,4.434272020526399
-0.04652769162350643,4.490914806512516,4.434272020526399
-0.04652006162350643,4.491250584895879,4.434604914334876
-0.04651243162350643,4.491250584895879,4.434272020526399
-0.04650480162350643,4.491250584895879,4.434604914334876
-0.04649717162350643,4.491586363279243,4.434604914334876
-0.04648954162350643,4.491250584895879,4.434937808143353
-0.04648191162350643,4.491586363279243,4.434937808143353
-0.04647428162350643,4.491250584895879,4.434272020526399
-0.04646665162350642,4.491250584895879,4.434604914334876
-0.04645902162350643,4.491586363279243,4.434604914334876
-0.04645139162350643,4.491250584895879,4.434604914334876
-0.04644376162350643,4.490914806512516,4.434604914334876
-0.04643613162350643,4.491250584895879,4.434604914334876
-0.04642850162350642,4.491250584895879,4.434604914334876
-0.04642087162350643,4.491250584895879,4.434272020526399
-0.04641324162350643,4.491250584895879,4.434604914334876
-0.04640561162350643,4.491250584895879,4.434604914334876
-0.04639798162350643,4.491250584895879,4.434604914334876
-0.04639035162350643,4.491250584895879,4.434604914334876
-0.04638272162350643,4.491586363279243,4.434937808143353
-0.04637509162350643,4.491250584895879,4.434604914334876
-0.04636746162350643,4.491250584895879,4.434604914334876
-0.04635983162350643,4.491250584895879,4.434272020526399
