#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18A25
#Date Time: 2023-04-30 20:33:41.621
#Sample rate: 632911Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.5 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 500 Hz
#Period: 2 ms
#Amplitude: 50 mV
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.005692739517056901,2.439980440928991,2.422927629711403
-0.005691159517056901,2.439644662545628,2.422927629711403
-0.005689579517056901,2.439644662545628,2.422594735902926
-0.005687999517056901,2.439644662545628,2.422927629711403
-0.005686419517056901,2.439980440928991,2.422927629711403
-0.005684839517056901,2.439308884162265,2.422927629711403
-0.005683259517056901,2.439980440928991,2.423260523519879
-0.005681679517056901,2.439980440928991,2.423260523519879
-0.005680099517056901,2.439644662545628,2.423593417328356
-0.005678519517056901,2.439308884162265,2.423260523519879
-0.005676939517056901,2.438973105778901,2.423593417328356
-0.005675359517056901,2.439308884162265,2.423260523519879
-0.005673779517056901,2.439644662545628,2.423260523519879
-0.005672199517056901,2.439980440928991,2.423260523519879
-0.005670619517056901,2.439308884162265,2.422927629711403
-0.005669039517056901,2.439644662545628,2.422927629711403
-0.005667459517056901,2.439644662545628,2.422927629711403
-0.005665879517056901,2.439980440928991,2.423260523519879
-0.005664299517056901,2.439308884162265,2.423593417328356
-0.005662719517056901,2.438973105778901,2.422927629711403
-0.005661139517056901,2.439308884162265,2.423260523519879
-0.005659559517056901,2.439308884162265,2.422927629711403
-0.005657979517056901,2.439308884162265,2.422927629711403
-0.005656399517056901,2.439980440928991,2.423260523519879
-0.005654819517056901,2.439644662545628,2.422594735902926
-0.005653239517056901,2.439980440928991,2.422927629711403
-0.005651659517056901,2.439980440928991,2.422927629711403
-0.005650079517056901,2.439980440928991,2.422594735902926
-0.005648499517056901,2.440316219312355,2.422927629711403
-0.005646919517056901,2.439644662545628,2.422927629711403
-0.005645339517056901,2.439980440928991,2.422927629711403
-0.005643759517056901,2.439644662545628,2.423260523519879
-0.005642179517056901,2.439308884162265,2.423260523519879
-0.005640599517056901,2.439644662545628,2.422594735902926
-0.005639019517056901,2.439308884162265,2.423260523519879
-0.005637439517056901,2.439308884162265,2.423593417328356
-0.005635859517056901,2.439644662545628,2.422594735902926
-0.005634279517056901,2.439644662545628,2.423260523519879
-0.005632699517056901,2.439644662545628,2.423260523519879
-0.005631119517056901,2.439980440928991,2.422927629711403
-0.005629539517056901,2.439980440928991,2.423260523519879
-0.005627959517056901,2.439644662545628,2.423260523519879
-0.005626379517056901,2.439644662545628,2.423593417328356
-0.005624799517056901,2.439644662545628,2.422927629711404
-0.005623219517056901,2.439644662545628,2.42226184209445
-0.005621639517056901,2.439308884162265,2.422927629711403
-0.005620059517056901,2.439308884162265,2.422594735902926
-0.005618479517056901,2.439644662545628,2.422927629711403
-0.005616899517056901,2.438973105778902,2.422927629711403
-0.005615319517056901,2.439644662545628,2.422927629711403
-0.005613739517056901,2.439644662545628,2.422927629711403
-0.005612159517056901,2.439644662545628,2.422927629711403
-0.005610579517056901,2.439308884162265,2.422927629711403
-0.005608999517056901,2.439308884162265,2.423260523519879
-0.005607419517056901,2.439980440928991,2.422927629711403
-0.005605839517056901,2.439308884162265,2.422927629711403
-0.005604259517056901,2.439980440928991,2.423593417328356
-0.005602679517056901,2.439644662545628,2.423260523519879
-0.005601099517056901,2.438973105778901,2.422594735902926
-0.005599519517056901,2.440316219312355,2.422927629711403
-0.005597939517056901,2.439980440928991,2.422927629711403
-0.005596359517056901,2.439980440928991,2.423260523519879
-0.005594779517056901,2.439980440928991,2.422927629711403
-0.005593199517056901,2.439980440928991,2.423260523519879
-0.005591619517056901,2.440651997695718,2.423260523519879
-0.005590039517056901,2.440316219312355,2.422927629711403
-0.005588459517056901,2.439980440928991,2.422927629711403
-0.005586879517056901,2.439644662545628,2.422927629711403
-0.005585299517056901,2.439644662545628,2.423260523519879
-0.005583719517056901,2.439644662545628,2.423926311136833
-0.005582139517056901,2.439308884162265,2.423260523519879
-0.005580559517056901,2.439644662545628,2.423260523519879
-0.005578979517056901,2.439644662545628,2.423260523519879
-0.005577399517056901,2.439980440928991,2.423260523519879
-0.005575819517056901,2.439308884162265,2.422927629711403
-0.005574239517056901,2.439308884162265,2.423260523519879
-0.005572659517056901,2.439308884162265,2.423260523519879
-0.005571079517056901,2.439644662545628,2.423593417328356
-0.005569499517056901,2.439644662545628,2.422927629711403
-0.005567919517056901,2.438973105778901,2.422927629711403
-0.005566339517056901,2.439644662545628,2.422927629711403
-0.005564759517056901,2.439980440928991,2.423593417328355
-0.005563179517056901,2.439644662545628,2.422927629711403
-0.005561599517056901,2.439644662545628,2.422927629711403
-0.005560019517056901,2.439308884162265,2.422927629711403
-0.005558439517056901,2.439980440928991,2.422927629711403
-0.005556859517056901,2.439644662545628,2.423260523519879
-0.005555279517056901,2.439308884162265,2.422927629711403
-0.005553699517056901,2.439308884162265,2.422927629711403
-0.005552119517056901,2.439308884162265,2.423260523519879
-0.005550539517056901,2.439644662545628,2.423593417328356
-0.005548959517056901,2.440316219312355,2.423260523519879
-0.005547379517056901,2.440316219312354,2.423593417328356
