vout	Ix(U1:DRAIN)
1.580000000000001e+000	-9.871462e-005
1.590000000000001e+000	-9.869249e-005
1.600000000000001e+000	-9.867027e-005
1.610000000000001e+000	-9.864794e-005
1.620000000000001e+000	-9.862553e-005
1.630000000000001e+000	-9.860302e-005
1.640000000000001e+000	-9.858041e-005
1.650000000000001e+000	-9.855771e-005
1.660000000000001e+000	-9.853490e-005
1.670000000000001e+000	-9.851200e-005
1.680000000000001e+000	-9.848900e-005
1.690000000000001e+000	-9.846589e-005
1.700000000000001e+000	-9.844269e-005
1.710000000000001e+000	-9.841938e-005
1.720000000000001e+000	-9.839596e-005
1.730000000000001e+000	-9.837245e-005
1.740000000000001e+000	-9.834881e-005
1.750000000000001e+000	-9.832508e-005
1.760000000000001e+000	-9.830124e-005
1.770000000000001e+000	-9.827728e-005
1.780000000000001e+000	-9.825321e-005
1.790000000000001e+000	-9.822904e-005
1.800000000000001e+000	-9.820474e-005
1.810000000000001e+000	-9.818032e-005
1.820000000000001e+000	-9.815579e-005
1.830000000000001e+000	-9.813114e-005
1.840000000000001e+000	-9.810636e-005
1.850000000000001e+000	-9.808145e-005
1.860000000000001e+000	-9.805641e-005
1.870000000000001e+000	-9.803124e-005
1.880000000000001e+000	-9.800593e-005
1.890000000000002e+000	-9.798048e-005
1.900000000000002e+000	-9.795488e-005
1.910000000000002e+000	-9.792912e-005
1.920000000000002e+000	-9.790320e-005
1.930000000000002e+000	-9.787709e-005
1.940000000000002e+000	-9.785080e-005
1.950000000000002e+000	-9.782429e-005
1.960000000000002e+000	-9.779755e-005
1.970000000000002e+000	-9.777056e-005
1.980000000000002e+000	-9.774328e-005
1.990000000000002e+000	-9.771568e-005
2.000000000000001e+000	-9.768773e-005
2.010000000000001e+000	-9.765939e-005
2.020000000000001e+000	-9.763063e-005
2.030000000000001e+000	-9.760142e-005
2.040000000000001e+000	-9.757172e-005
2.050000000000000e+000	-9.754150e-005
2.060000000000000e+000	-9.751073e-005
2.070000000000000e+000	-9.747939e-005
2.080000000000000e+000	-9.744743e-005
2.089999999999999e+000	-9.741484e-005
2.099999999999999e+000	-9.738157e-005
2.109999999999999e+000	-9.734761e-005
2.119999999999999e+000	-9.731291e-005
2.129999999999999e+000	-9.727745e-005
2.139999999999998e+000	-9.724119e-005
2.149999999999998e+000	-9.720409e-005
2.159999999999998e+000	-9.716613e-005
2.169999999999998e+000	-9.712726e-005
2.179999999999998e+000	-9.708744e-005
2.189999999999997e+000	-9.704663e-005
2.199999999999997e+000	-9.700478e-005
2.209999999999997e+000	-9.696186e-005
2.219999999999997e+000	-9.691783e-005
2.229999999999996e+000	-9.687263e-005
2.239999999999996e+000	-9.682622e-005
2.249999999999996e+000	-9.677855e-005
2.259999999999996e+000	-9.672958e-005
2.269999999999996e+000	-9.667926e-005
2.279999999999995e+000	-9.662754e-005
2.289999999999995e+000	-9.657437e-005
2.299999999999995e+000	-9.651973e-005
2.309999999999995e+000	-9.646353e-005
2.319999999999995e+000	-9.640576e-005
2.329999999999994e+000	-9.634637e-005
2.339999999999994e+000	-9.628531e-005
2.349999999999994e+000	-9.622255e-005
2.359999999999994e+000	-9.615803e-005
2.369999999999993e+000	-9.609173e-005
2.379999999999993e+000	-9.602361e-005
2.389999999999993e+000	-9.595364e-005
2.399999999999993e+000	-9.588177e-005
2.409999999999993e+000	-9.580798e-005
2.419999999999992e+000	-9.573224e-005
2.429999999999992e+000	-9.565452e-005
2.439999999999992e+000	-9.557479e-005
2.449999999999992e+000	-9.549302e-005
2.459999999999992e+000	-9.540920e-005
2.469999999999991e+000	-9.532330e-005
2.479999999999991e+000	-9.523529e-005
2.489999999999991e+000	-9.514515e-005
2.499999999999991e+000	-9.505288e-005
2.509999999999991e+000	-9.495844e-005
2.519999999999990e+000	-9.486183e-005
2.529999999999990e+000	-9.476302e-005
2.539999999999990e+000	-9.466201e-005
2.549999999999990e+000	-9.455877e-005
2.559999999999989e+000	-9.445330e-005
2.569999999999989e+000	-9.434559e-005
2.579999999999989e+000	-9.423561e-005
2.589999999999989e+000	-9.412337e-005
2.599999999999989e+000	-9.400886e-005
2.609999999999988e+000	-9.389206e-005
2.619999999999988e+000	-9.377296e-005
2.629999999999988e+000	-9.365156e-005
2.639999999999988e+000	-9.352785e-005
2.649999999999988e+000	-9.340183e-005
2.659999999999987e+000	-9.327348e-005
2.669999999999987e+000	-9.314281e-005
2.679999999999987e+000	-9.300981e-005
2.689999999999987e+000	-9.287446e-005
2.699999999999986e+000	-9.273678e-005
2.709999999999986e+000	-9.259675e-005
2.719999999999986e+000	-9.245436e-005
2.729999999999986e+000	-9.230962e-005
2.739999999999986e+000	-9.216253e-005
2.749999999999985e+000	-9.201308e-005
2.759999999999985e+000	-9.186126e-005
2.769999999999985e+000	-9.170708e-005
2.779999999999985e+000	-9.155053e-005
2.789999999999985e+000	-9.139162e-005
2.799999999999984e+000	-9.123032e-005
2.809999999999984e+000	-9.106666e-005
2.819999999999984e+000	-9.090063e-005
2.829999999999984e+000	-9.073221e-005
2.839999999999983e+000	-9.056142e-005
2.849999999999983e+000	-9.038826e-005
2.859999999999983e+000	-9.021271e-005
2.869999999999983e+000	-9.003479e-005
2.879999999999983e+000	-8.985449e-005
2.889999999999982e+000	-8.967180e-005
2.899999999999982e+000	-8.948675e-005
2.909999999999982e+000	-8.929930e-005
2.919999999999982e+000	-8.910948e-005
2.929999999999982e+000	-8.891727e-005
2.939999999999981e+000	-8.872269e-005
2.949999999999981e+000	-8.852573e-005
2.959999999999981e+000	-8.832639e-005
2.969999999999981e+000	-8.812466e-005
2.979999999999980e+000	-8.792056e-005
2.989999999999980e+000	-8.771408e-005
2.999999999999980e+000	-8.750522e-005
3.009999999999980e+000	-8.729399e-005
3.019999999999980e+000	-8.708037e-005
3.029999999999979e+000	-8.686438e-005
3.039999999999979e+000	-8.664602e-005
3.049999999999979e+000	-8.642528e-005
3.059999999999979e+000	-8.620217e-005
3.069999999999979e+000	-8.597668e-005
3.079999999999978e+000	-8.574883e-005
3.089999999999978e+000	-8.551860e-005
3.099999999999978e+000	-8.528600e-005
3.109999999999978e+000	-8.505104e-005
3.119999999999978e+000	-8.481371e-005
3.129999999999977e+000	-8.457401e-005
3.139999999999977e+000	-8.433194e-005
3.149999999999977e+000	-8.408752e-005
3.159999999999977e+000	-8.384073e-005
3.169999999999976e+000	-8.359158e-005
3.179999999999976e+000	-8.334007e-005
3.189999999999976e+000	-8.308620e-005
3.199999999999976e+000	-8.282997e-005
3.209999999999976e+000	-8.257139e-005
3.219999999999975e+000	-8.231046e-005
3.229999999999975e+000	-8.204718e-005
3.239999999999975e+000	-8.178154e-005
3.249999999999975e+000	-8.151354e-005
3.259999999999975e+000	-8.124321e-005
3.269999999999974e+000	-8.097052e-005
3.279999999999974e+000	-8.069549e-005
3.289999999999974e+000	-8.041813e-005
3.299999999999974e+000	-8.013841e-005
3.309999999999973e+000	-7.985635e-005
3.319999999999973e+000	-7.957195e-005
3.329999999999973e+000	-7.928522e-005
3.339999999999973e+000	-7.899616e-005
3.349999999999973e+000	-7.870475e-005
3.359999999999972e+000	-7.841102e-005
3.369999999999972e+000	-7.811496e-005
3.379999999999972e+000	-7.781656e-005
3.389999999999972e+000	-7.751584e-005
3.399999999999972e+000	-7.721279e-005
3.409999999999971e+000	-7.690742e-005
3.419999999999971e+000	-7.659972e-005
3.429999999999971e+000	-7.628971e-005
3.439999999999971e+000	-7.597738e-005
3.449999999999970e+000	-7.566273e-005
3.459999999999970e+000	-7.534576e-005
3.469999999999970e+000	-7.502648e-005
3.479999999999970e+000	-7.470489e-005
3.489999999999970e+000	-7.438099e-005
3.499999999999969e+000	-7.405478e-005
3.509999999999969e+000	-7.372626e-005
3.519999999999969e+000	-7.339544e-005
3.529999999999969e+000	-7.306231e-005
3.539999999999969e+000	-7.272689e-005
3.549999999999968e+000	-7.238916e-005
3.559999999999968e+000	-7.204914e-005
3.569999999999968e+000	-7.170682e-005
3.579999999999968e+000	-7.136220e-005
3.589999999999967e+000	-7.101530e-005
3.599999999999967e+000	-7.066610e-005
3.609999999999967e+000	-7.031461e-005
3.619999999999967e+000	-6.996084e-005
3.629999999999967e+000	-6.960479e-005
3.639999999999966e+000	-6.924644e-005
3.649999999999966e+000	-6.888582e-005
3.659999999999966e+000	-6.852292e-005
3.669999999999966e+000	-6.815774e-005
3.679999999999966e+000	-6.779028e-005
3.689999999999965e+000	-6.742055e-005
3.699999999999965e+000	-6.704855e-005
3.709999999999965e+000	-6.667427e-005
3.719999999999965e+000	-6.629773e-005
3.729999999999965e+000	-6.591892e-005
3.739999999999964e+000	-6.553785e-005
3.749999999999964e+000	-6.515451e-005
3.759999999999964e+000	-6.476890e-005
3.769999999999964e+000	-6.438104e-005
3.779999999999963e+000	-6.399093e-005
3.789999999999963e+000	-6.359856e-005
3.799999999999963e+000	-6.320392e-005
3.809999999999963e+000	-6.280704e-005
3.819999999999963e+000	-6.240791e-005
3.829999999999962e+000	-6.200653e-005
3.839999999999962e+000	-6.160291e-005
3.849999999999962e+000	-6.119703e-005
3.859999999999962e+000	-6.078892e-005
3.869999999999962e+000	-6.037856e-005
3.879999999999961e+000	-5.996596e-005
3.889999999999961e+000	-5.955113e-005
3.899999999999961e+000	-5.913405e-005
3.909999999999961e+000	-5.871475e-005
3.919999999999960e+000	-5.829321e-005
3.929999999999960e+000	-5.786944e-005
3.939999999999960e+000	-5.744344e-005
3.949999999999960e+000	-5.701522e-005
3.959999999999960e+000	-5.658477e-005
3.969999999999959e+000	-5.615209e-005
3.979999999999959e+000	-5.571720e-005
3.989999999999959e+000	-5.528008e-005
3.999999999999959e+000	-5.484074e-005
4.009999999999959e+000	-5.439919e-005
4.019999999999959e+000	-5.395543e-005
4.029999999999959e+000	-5.350945e-005
4.039999999999958e+000	-5.306126e-005
4.049999999999958e+000	-5.261086e-005
4.059999999999958e+000	-5.215826e-005
4.069999999999958e+000	-5.170344e-005
4.079999999999957e+000	-5.124642e-005
4.089999999999957e+000	-5.078721e-005
4.099999999999957e+000	-5.032579e-005
4.109999999999957e+000	-4.986217e-005
4.119999999999957e+000	-4.939635e-005
4.129999999999956e+000	-4.892834e-005
4.139999999999956e+000	-4.845814e-005
4.149999999999956e+000	-4.798574e-005
4.159999999999956e+000	-4.751116e-005
4.169999999999956e+000	-4.703438e-005
4.179999999999955e+000	-4.655542e-005
4.189999999999955e+000	-4.607428e-005
4.199999999999955e+000	-4.559095e-005
4.209999999999955e+000	-4.510544e-005
4.219999999999955e+000	-4.461775e-005
4.229999999999954e+000	-4.412788e-005
4.239999999999954e+000	-4.363584e-005
4.249999999999954e+000	-4.314162e-005
4.259999999999954e+000	-4.264523e-005
4.269999999999953e+000	-4.214667e-005
4.279999999999953e+000	-4.164594e-005
4.289999999999953e+000	-4.114304e-005
4.299999999999953e+000	-4.063797e-005
4.309999999999953e+000	-4.013074e-005
4.319999999999952e+000	-3.962135e-005
4.329999999999952e+000	-3.910980e-005
4.339999999999952e+000	-3.859609e-005
4.349999999999952e+000	-3.808022e-005
4.359999999999952e+000	-3.756219e-005
4.369999999999951e+000	-3.704201e-005
4.379999999999951e+000	-3.651968e-005
4.389999999999951e+000	-3.599520e-005
4.399999999999951e+000	-3.546857e-005
4.409999999999950e+000	-3.493979e-005
4.419999999999950e+000	-3.440887e-005
4.429999999999950e+000	-3.387580e-005
4.439999999999950e+000	-3.334058e-005
4.449999999999950e+000	-3.280323e-005
4.459999999999949e+000	-3.226374e-005
4.469999999999949e+000	-3.172211e-005
4.479999999999949e+000	-3.117835e-005
4.489999999999949e+000	-3.063245e-005
4.499999999999949e+000	-3.008442e-005
4.509999999999948e+000	-2.953425e-005
4.519999999999948e+000	-2.898196e-005
4.529999999999948e+000	-2.842754e-005
4.539999999999948e+000	-2.787100e-005
4.549999999999947e+000	-2.731233e-005
4.559999999999947e+000	-2.675154e-005
4.569999999999947e+000	-2.618862e-005
4.579999999999947e+000	-2.562359e-005
4.589999999999947e+000	-2.505644e-005
4.599999999999946e+000	-2.448717e-005
4.609999999999946e+000	-2.391579e-005
4.619999999999946e+000	-2.334229e-005
4.629999999999946e+000	-2.276669e-005
4.639999999999946e+000	-2.218897e-005
4.649999999999945e+000	-2.160915e-005
4.659999999999945e+000	-2.102722e-005
4.669999999999945e+000	-2.044318e-005
4.679999999999945e+000	-1.985705e-005
4.689999999999944e+000	-1.926881e-005
4.699999999999944e+000	-1.867847e-005
4.709999999999944e+000	-1.808603e-005
4.719999999999944e+000	-1.749149e-005
4.729999999999944e+000	-1.689486e-005
4.739999999999943e+000	-1.629614e-005
4.749999999999943e+000	-1.569532e-005
4.759999999999943e+000	-1.509242e-005
4.769999999999943e+000	-1.448742e-005
4.779999999999943e+000	-1.388034e-005
4.789999999999942e+000	-1.327118e-005
4.799999999999942e+000	-1.265993e-005
4.809999999999942e+000	-1.204659e-005
4.819999999999942e+000	-1.143118e-005
4.829999999999942e+000	-1.081369e-005
4.839999999999941e+000	-1.019412e-005
4.849999999999941e+000	-9.572480e-006
4.859999999999941e+000	-8.948762e-006
4.869999999999941e+000	-8.322970e-006
4.879999999999940e+000	-7.695105e-006
4.889999999999940e+000	-7.065168e-006
4.899999999999940e+000	-6.433160e-006
4.909999999999940e+000	-5.799083e-006
4.919999999999940e+000	-5.162937e-006
4.929999999999939e+000	-4.524724e-006
4.939999999999939e+000	-3.884446e-006
4.949999999999939e+000	-3.242109e-006
4.959999999999939e+000	-2.597718e-006
4.969999999999939e+000	-1.951286e-006
4.979999999999938e+000	-1.302833e-006
4.989999999999938e+000	-6.523890e-007
5.000000000000000e+000	3.625971e-012
