iin	I(Iin)	I(V1)
1.099999999999991e-005	1.100000e-005	1.160878e-005
1.100999999999991e-005	1.101000e-005	1.161919e-005
1.101999999999991e-005	1.102000e-005	1.162960e-005
1.102999999999991e-005	1.103000e-005	1.164002e-005
1.103999999999990e-005	1.104000e-005	1.165043e-005
1.104999999999990e-005	1.105000e-005	1.166085e-005
1.105999999999990e-005	1.106000e-005	1.167126e-005
1.106999999999990e-005	1.107000e-005	1.168167e-005
1.107999999999990e-005	1.108000e-005	1.169209e-005
1.108999999999990e-005	1.109000e-005	1.170250e-005
1.109999999999990e-005	1.110000e-005	1.171291e-005
1.110999999999990e-005	1.111000e-005	1.172333e-005
1.111999999999990e-005	1.112000e-005	1.173374e-005
1.112999999999990e-005	1.113000e-005	1.174415e-005
1.113999999999990e-005	1.114000e-005	1.175456e-005
1.114999999999990e-005	1.115000e-005	1.176498e-005
1.115999999999990e-005	1.116000e-005	1.177539e-005
1.116999999999990e-005	1.117000e-005	1.178580e-005
1.117999999999990e-005	1.118000e-005	1.179621e-005
1.118999999999990e-005	1.119000e-005	1.180662e-005
1.119999999999990e-005	1.120000e-005	1.181704e-005
1.120999999999990e-005	1.121000e-005	1.182745e-005
1.121999999999990e-005	1.122000e-005	1.183786e-005
1.122999999999990e-005	1.123000e-005	1.184827e-005
1.123999999999990e-005	1.124000e-005	1.185868e-005
1.124999999999990e-005	1.125000e-005	1.186909e-005
1.125999999999990e-005	1.126000e-005	1.187950e-005
1.126999999999990e-005	1.127000e-005	1.188992e-005
1.127999999999990e-005	1.128000e-005	1.190033e-005
1.128999999999990e-005	1.129000e-005	1.191074e-005
1.129999999999990e-005	1.130000e-005	1.192115e-005
1.130999999999990e-005	1.131000e-005	1.193156e-005
1.131999999999990e-005	1.132000e-005	1.194197e-005
1.132999999999990e-005	1.133000e-005	1.195238e-005
1.133999999999990e-005	1.134000e-005	1.196279e-005
1.134999999999990e-005	1.135000e-005	1.197320e-005
1.135999999999990e-005	1.136000e-005	1.198361e-005
1.136999999999990e-005	1.137000e-005	1.199402e-005
1.137999999999990e-005	1.138000e-005	1.200443e-005
1.138999999999990e-005	1.139000e-005	1.201483e-005
1.139999999999990e-005	1.140000e-005	1.202524e-005
1.140999999999990e-005	1.141000e-005	1.203565e-005
1.141999999999990e-005	1.142000e-005	1.204606e-005
1.142999999999990e-005	1.143000e-005	1.205647e-005
1.143999999999990e-005	1.144000e-005	1.206688e-005
1.144999999999990e-005	1.145000e-005	1.207729e-005
1.145999999999990e-005	1.146000e-005	1.208769e-005
1.146999999999990e-005	1.147000e-005	1.209810e-005
1.147999999999990e-005	1.148000e-005	1.210851e-005
1.148999999999990e-005	1.149000e-005	1.211892e-005
1.149999999999990e-005	1.150000e-005	1.212933e-005
1.150999999999990e-005	1.151000e-005	1.213974e-005
1.151999999999990e-005	1.152000e-005	1.215014e-005
1.152999999999990e-005	1.153000e-005	1.216055e-005
1.153999999999990e-005	1.154000e-005	1.217096e-005
1.154999999999990e-005	1.155000e-005	1.218136e-005
1.155999999999990e-005	1.156000e-005	1.219177e-005
1.156999999999990e-005	1.157000e-005	1.220218e-005
1.157999999999990e-005	1.158000e-005	1.221258e-005
1.158999999999990e-005	1.159000e-005	1.222299e-005
1.159999999999990e-005	1.160000e-005	1.223340e-005
1.160999999999990e-005	1.161000e-005	1.224380e-005
1.161999999999990e-005	1.162000e-005	1.225421e-005
1.162999999999990e-005	1.163000e-005	1.226462e-005
1.163999999999990e-005	1.164000e-005	1.227502e-005
1.164999999999990e-005	1.165000e-005	1.228543e-005
1.165999999999990e-005	1.166000e-005	1.229583e-005
1.166999999999990e-005	1.167000e-005	1.230624e-005
1.167999999999990e-005	1.168000e-005	1.231664e-005
1.168999999999990e-005	1.169000e-005	1.232705e-005
1.169999999999990e-005	1.170000e-005	1.233746e-005
1.170999999999990e-005	1.171000e-005	1.234786e-005
1.171999999999990e-005	1.172000e-005	1.235826e-005
1.172999999999990e-005	1.173000e-005	1.236867e-005
1.173999999999990e-005	1.174000e-005	1.237908e-005
1.174999999999990e-005	1.175000e-005	1.238948e-005
1.175999999999990e-005	1.176000e-005	1.239988e-005
1.176999999999990e-005	1.177000e-005	1.241029e-005
1.177999999999990e-005	1.178000e-005	1.242069e-005
1.178999999999990e-005	1.179000e-005	1.243110e-005
1.179999999999990e-005	1.180000e-005	1.244150e-005
1.180999999999990e-005	1.181000e-005	1.245190e-005
1.181999999999990e-005	1.182000e-005	1.246231e-005
1.182999999999990e-005	1.183000e-005	1.247271e-005
1.183999999999990e-005	1.184000e-005	1.248311e-005
1.184999999999990e-005	1.185000e-005	1.249352e-005
1.185999999999990e-005	1.186000e-005	1.250392e-005
1.186999999999990e-005	1.187000e-005	1.251432e-005
1.187999999999990e-005	1.188000e-005	1.252473e-005
1.188999999999990e-005	1.189000e-005	1.253513e-005
1.189999999999990e-005	1.190000e-005	1.254553e-005
1.190999999999990e-005	1.191000e-005	1.255593e-005
1.191999999999990e-005	1.192000e-005	1.256634e-005
1.192999999999990e-005	1.193000e-005	1.257674e-005
1.193999999999990e-005	1.194000e-005	1.258714e-005
1.194999999999990e-005	1.195000e-005	1.259754e-005
1.195999999999990e-005	1.196000e-005	1.260794e-005
1.196999999999990e-005	1.197000e-005	1.261835e-005
1.197999999999990e-005	1.198000e-005	1.262875e-005
1.198999999999990e-005	1.199000e-005	1.263915e-005
1.199999999999990e-005	1.200000e-005	1.264955e-005
1.200999999999990e-005	1.201000e-005	1.265995e-005
1.201999999999990e-005	1.202000e-005	1.267035e-005
1.202999999999990e-005	1.203000e-005	1.268075e-005
1.203999999999990e-005	1.204000e-005	1.269115e-005
1.204999999999990e-005	1.205000e-005	1.270156e-005
1.205999999999990e-005	1.206000e-005	1.271196e-005
1.206999999999990e-005	1.207000e-005	1.272236e-005
1.207999999999990e-005	1.208000e-005	1.273276e-005
1.208999999999989e-005	1.209000e-005	1.274316e-005
1.209999999999989e-005	1.210000e-005	1.275356e-005
1.210999999999989e-005	1.211000e-005	1.276396e-005
1.211999999999989e-005	1.212000e-005	1.277436e-005
1.212999999999989e-005	1.213000e-005	1.278476e-005
1.213999999999989e-005	1.214000e-005	1.279516e-005
1.214999999999989e-005	1.215000e-005	1.280556e-005
1.215999999999989e-005	1.216000e-005	1.281595e-005
1.216999999999989e-005	1.217000e-005	1.282635e-005
1.217999999999989e-005	1.218000e-005	1.283675e-005
1.218999999999989e-005	1.219000e-005	1.284715e-005
1.219999999999989e-005	1.220000e-005	1.285755e-005
1.220999999999989e-005	1.221000e-005	1.286795e-005
1.221999999999989e-005	1.222000e-005	1.287835e-005
1.222999999999989e-005	1.223000e-005	1.288875e-005
1.223999999999989e-005	1.224000e-005	1.289914e-005
1.224999999999989e-005	1.225000e-005	1.290954e-005
1.225999999999989e-005	1.226000e-005	1.291994e-005
1.226999999999989e-005	1.227000e-005	1.293034e-005
1.227999999999989e-005	1.228000e-005	1.294074e-005
1.228999999999989e-005	1.229000e-005	1.295113e-005
1.229999999999989e-005	1.230000e-005	1.296153e-005
1.230999999999989e-005	1.231000e-005	1.297193e-005
1.231999999999989e-005	1.232000e-005	1.298233e-005
1.232999999999989e-005	1.233000e-005	1.299272e-005
1.233999999999989e-005	1.234000e-005	1.300312e-005
1.234999999999989e-005	1.235000e-005	1.301352e-005
1.235999999999989e-005	1.236000e-005	1.302391e-005
1.236999999999989e-005	1.237000e-005	1.303431e-005
1.237999999999989e-005	1.238000e-005	1.304471e-005
1.238999999999989e-005	1.239000e-005	1.305510e-005
1.239999999999989e-005	1.240000e-005	1.306550e-005
1.240999999999989e-005	1.241000e-005	1.307590e-005
1.241999999999989e-005	1.242000e-005	1.308629e-005
1.242999999999989e-005	1.243000e-005	1.309669e-005
1.243999999999989e-005	1.244000e-005	1.310708e-005
1.244999999999989e-005	1.245000e-005	1.311748e-005
1.245999999999989e-005	1.246000e-005	1.312788e-005
1.246999999999989e-005	1.247000e-005	1.313827e-005
1.247999999999989e-005	1.248000e-005	1.314867e-005
1.248999999999989e-005	1.249000e-005	1.315906e-005
1.249999999999989e-005	1.250000e-005	1.316946e-005
1.250999999999989e-005	1.251000e-005	1.317985e-005
1.251999999999989e-005	1.252000e-005	1.319025e-005
1.252999999999989e-005	1.253000e-005	1.320064e-005
1.253999999999989e-005	1.254000e-005	1.321104e-005
1.254999999999989e-005	1.255000e-005	1.322143e-005
1.255999999999989e-005	1.256000e-005	1.323182e-005
1.256999999999989e-005	1.257000e-005	1.324222e-005
1.257999999999989e-005	1.258000e-005	1.325261e-005
1.258999999999989e-005	1.259000e-005	1.326301e-005
1.259999999999989e-005	1.260000e-005	1.327340e-005
1.260999999999989e-005	1.261000e-005	1.328379e-005
1.261999999999989e-005	1.262000e-005	1.329419e-005
1.262999999999989e-005	1.263000e-005	1.330458e-005
1.263999999999989e-005	1.264000e-005	1.331497e-005
1.264999999999989e-005	1.265000e-005	1.332537e-005
1.265999999999989e-005	1.266000e-005	1.333576e-005
1.266999999999989e-005	1.267000e-005	1.334615e-005
1.267999999999989e-005	1.268000e-005	1.335655e-005
1.268999999999989e-005	1.269000e-005	1.336694e-005
1.269999999999989e-005	1.270000e-005	1.337733e-005
1.270999999999989e-005	1.271000e-005	1.338772e-005
1.271999999999989e-005	1.272000e-005	1.339812e-005
1.272999999999989e-005	1.273000e-005	1.340851e-005
1.273999999999989e-005	1.274000e-005	1.341890e-005
1.274999999999989e-005	1.275000e-005	1.342929e-005
1.275999999999989e-005	1.276000e-005	1.343969e-005
1.276999999999989e-005	1.277000e-005	1.345008e-005
1.277999999999989e-005	1.278000e-005	1.346047e-005
1.278999999999989e-005	1.279000e-005	1.347086e-005
1.279999999999989e-005	1.280000e-005	1.348125e-005
1.280999999999989e-005	1.281000e-005	1.349164e-005
1.281999999999989e-005	1.282000e-005	1.350203e-005
1.282999999999989e-005	1.283000e-005	1.351242e-005
1.283999999999989e-005	1.284000e-005	1.352282e-005
1.284999999999989e-005	1.285000e-005	1.353321e-005
1.285999999999989e-005	1.286000e-005	1.354360e-005
1.286999999999989e-005	1.287000e-005	1.355399e-005
1.287999999999989e-005	1.288000e-005	1.356438e-005
1.288999999999989e-005	1.289000e-005	1.357477e-005
1.289999999999989e-005	1.290000e-005	1.358516e-005
1.290999999999989e-005	1.291000e-005	1.359555e-005
1.291999999999989e-005	1.292000e-005	1.360594e-005
1.292999999999989e-005	1.293000e-005	1.361633e-005
1.293999999999989e-005	1.294000e-005	1.362672e-005
1.294999999999989e-005	1.295000e-005	1.363711e-005
1.295999999999989e-005	1.296000e-005	1.364750e-005
1.296999999999989e-005	1.297000e-005	1.365789e-005
1.297999999999989e-005	1.298000e-005	1.366828e-005
1.298999999999989e-005	1.299000e-005	1.367866e-005
1.299999999999989e-005	1.300000e-005	1.368905e-005
1.300999999999989e-005	1.301000e-005	1.369944e-005
1.301999999999989e-005	1.302000e-005	1.370983e-005
1.302999999999989e-005	1.303000e-005	1.372022e-005
1.303999999999989e-005	1.304000e-005	1.373061e-005
1.304999999999989e-005	1.305000e-005	1.374100e-005
1.305999999999989e-005	1.306000e-005	1.375138e-005
1.306999999999989e-005	1.307000e-005	1.376177e-005
1.307999999999989e-005	1.308000e-005	1.377216e-005
1.308999999999989e-005	1.309000e-005	1.378255e-005
1.309999999999989e-005	1.310000e-005	1.379294e-005
1.310999999999989e-005	1.311000e-005	1.380332e-005
1.311999999999989e-005	1.312000e-005	1.381371e-005
1.312999999999988e-005	1.313000e-005	1.382410e-005
1.313999999999988e-005	1.314000e-005	1.383449e-005
1.314999999999988e-005	1.315000e-005	1.384487e-005
1.315999999999988e-005	1.316000e-005	1.385526e-005
1.316999999999988e-005	1.317000e-005	1.386565e-005
1.317999999999988e-005	1.318000e-005	1.387603e-005
1.318999999999988e-005	1.319000e-005	1.388642e-005
1.319999999999988e-005	1.320000e-005	1.389681e-005
1.320999999999988e-005	1.321000e-005	1.390719e-005
1.321999999999988e-005	1.322000e-005	1.391758e-005
1.322999999999988e-005	1.323000e-005	1.392797e-005
1.323999999999988e-005	1.324000e-005	1.393835e-005
1.324999999999988e-005	1.325000e-005	1.394874e-005
1.325999999999988e-005	1.326000e-005	1.395912e-005
1.326999999999988e-005	1.327000e-005	1.396951e-005
1.327999999999988e-005	1.328000e-005	1.397990e-005
1.328999999999988e-005	1.329000e-005	1.399028e-005
1.329999999999988e-005	1.330000e-005	1.400067e-005
1.330999999999988e-005	1.331000e-005	1.401105e-005
1.331999999999988e-005	1.332000e-005	1.402144e-005
1.332999999999988e-005	1.333000e-005	1.403182e-005
1.333999999999988e-005	1.334000e-005	1.404221e-005
1.334999999999988e-005	1.335000e-005	1.405259e-005
1.335999999999988e-005	1.336000e-005	1.406298e-005
1.336999999999988e-005	1.337000e-005	1.407336e-005
1.337999999999988e-005	1.338000e-005	1.408375e-005
1.338999999999988e-005	1.339000e-005	1.409413e-005
1.339999999999988e-005	1.340000e-005	1.410451e-005
1.340999999999988e-005	1.341000e-005	1.411490e-005
1.341999999999988e-005	1.342000e-005	1.412528e-005
1.342999999999988e-005	1.343000e-005	1.413567e-005
1.343999999999988e-005	1.344000e-005	1.414605e-005
1.344999999999988e-005	1.345000e-005	1.415643e-005
1.345999999999988e-005	1.346000e-005	1.416682e-005
1.346999999999988e-005	1.347000e-005	1.417720e-005
1.347999999999988e-005	1.348000e-005	1.418758e-005
1.348999999999988e-005	1.349000e-005	1.419797e-005
1.349999999999988e-005	1.350000e-005	1.420835e-005
1.350999999999988e-005	1.351000e-005	1.421873e-005
1.351999999999988e-005	1.352000e-005	1.422912e-005
1.352999999999988e-005	1.353000e-005	1.423950e-005
1.353999999999988e-005	1.354000e-005	1.424988e-005
1.354999999999988e-005	1.355000e-005	1.426026e-005
1.355999999999988e-005	1.356000e-005	1.427065e-005
1.356999999999988e-005	1.357000e-005	1.428103e-005
1.357999999999988e-005	1.358000e-005	1.429141e-005
1.358999999999988e-005	1.359000e-005	1.430179e-005
1.359999999999988e-005	1.360000e-005	1.431217e-005
1.360999999999988e-005	1.361000e-005	1.432256e-005
1.361999999999988e-005	1.362000e-005	1.433294e-005
1.362999999999988e-005	1.363000e-005	1.434332e-005
1.363999999999988e-005	1.364000e-005	1.435370e-005
1.364999999999988e-005	1.365000e-005	1.436408e-005
1.365999999999988e-005	1.366000e-005	1.437446e-005
1.366999999999988e-005	1.367000e-005	1.438484e-005
1.367999999999988e-005	1.368000e-005	1.439522e-005
1.368999999999988e-005	1.369000e-005	1.440561e-005
1.369999999999988e-005	1.370000e-005	1.441599e-005
1.370999999999988e-005	1.371000e-005	1.442637e-005
1.371999999999988e-005	1.372000e-005	1.443675e-005
1.372999999999988e-005	1.373000e-005	1.444713e-005
1.373999999999988e-005	1.374000e-005	1.445751e-005
1.374999999999988e-005	1.375000e-005	1.446789e-005
1.375999999999988e-005	1.376000e-005	1.447827e-005
1.376999999999988e-005	1.377000e-005	1.448865e-005
1.377999999999988e-005	1.378000e-005	1.449903e-005
1.378999999999988e-005	1.379000e-005	1.450941e-005
1.379999999999988e-005	1.380000e-005	1.451979e-005
1.380999999999988e-005	1.381000e-005	1.453017e-005
1.381999999999988e-005	1.382000e-005	1.454055e-005
1.382999999999988e-005	1.383000e-005	1.455093e-005
1.383999999999988e-005	1.384000e-005	1.456130e-005
1.384999999999988e-005	1.385000e-005	1.457168e-005
1.385999999999988e-005	1.386000e-005	1.458206e-005
1.386999999999988e-005	1.387000e-005	1.459244e-005
1.387999999999988e-005	1.388000e-005	1.460282e-005
1.388999999999988e-005	1.389000e-005	1.461320e-005
1.389999999999988e-005	1.390000e-005	1.462358e-005
1.390999999999988e-005	1.391000e-005	1.463396e-005
1.391999999999988e-005	1.392000e-005	1.464433e-005
1.392999999999988e-005	1.393000e-005	1.465471e-005
1.393999999999988e-005	1.394000e-005	1.466509e-005
1.394999999999988e-005	1.395000e-005	1.467547e-005
1.395999999999988e-005	1.396000e-005	1.468584e-005
1.396999999999988e-005	1.397000e-005	1.469622e-005
1.397999999999988e-005	1.398000e-005	1.470660e-005
1.398999999999988e-005	1.399000e-005	1.471698e-005
1.399999999999988e-005	1.400000e-005	1.472735e-005
1.400999999999988e-005	1.401000e-005	1.473773e-005
1.401999999999988e-005	1.402000e-005	1.474811e-005
1.402999999999988e-005	1.403000e-005	1.475849e-005
1.403999999999988e-005	1.404000e-005	1.476886e-005
1.404999999999988e-005	1.405000e-005	1.477924e-005
1.405999999999988e-005	1.406000e-005	1.478962e-005
1.406999999999988e-005	1.407000e-005	1.479999e-005
1.407999999999988e-005	1.408000e-005	1.481037e-005
1.408999999999988e-005	1.409000e-005	1.482074e-005
1.409999999999988e-005	1.410000e-005	1.483112e-005
1.410999999999988e-005	1.411000e-005	1.484150e-005
1.411999999999988e-005	1.412000e-005	1.485187e-005
1.412999999999988e-005	1.413000e-005	1.486225e-005
1.413999999999988e-005	1.414000e-005	1.487262e-005
1.414999999999988e-005	1.415000e-005	1.488300e-005
1.415999999999988e-005	1.416000e-005	1.489338e-005
1.416999999999987e-005	1.417000e-005	1.490375e-005
1.417999999999987e-005	1.418000e-005	1.491413e-005
1.418999999999987e-005	1.419000e-005	1.492450e-005
1.419999999999987e-005	1.420000e-005	1.493488e-005
1.420999999999987e-005	1.421000e-005	1.494525e-005
1.421999999999987e-005	1.422000e-005	1.495563e-005
1.422999999999987e-005	1.423000e-005	1.496600e-005
1.423999999999987e-005	1.424000e-005	1.497637e-005
1.424999999999987e-005	1.425000e-005	1.498675e-005
1.425999999999987e-005	1.426000e-005	1.499712e-005
1.426999999999987e-005	1.427000e-005	1.500750e-005
1.427999999999987e-005	1.428000e-005	1.501787e-005
1.428999999999987e-005	1.429000e-005	1.502825e-005
1.429999999999987e-005	1.430000e-005	1.503862e-005
1.430999999999987e-005	1.431000e-005	1.504899e-005
1.431999999999987e-005	1.432000e-005	1.505937e-005
1.432999999999987e-005	1.433000e-005	1.506974e-005
1.433999999999987e-005	1.434000e-005	1.508011e-005
1.434999999999987e-005	1.435000e-005	1.509049e-005
1.435999999999987e-005	1.436000e-005	1.510086e-005
1.436999999999987e-005	1.437000e-005	1.511123e-005
1.437999999999987e-005	1.438000e-005	1.512161e-005
1.438999999999987e-005	1.439000e-005	1.513198e-005
1.439999999999987e-005	1.440000e-005	1.514235e-005
1.440999999999987e-005	1.441000e-005	1.515272e-005
1.441999999999987e-005	1.442000e-005	1.516310e-005
1.442999999999987e-005	1.443000e-005	1.517347e-005
1.443999999999987e-005	1.444000e-005	1.518384e-005
1.444999999999987e-005	1.445000e-005	1.519421e-005
1.445999999999987e-005	1.446000e-005	1.520459e-005
1.446999999999987e-005	1.447000e-005	1.521496e-005
1.447999999999987e-005	1.448000e-005	1.522533e-005
1.448999999999987e-005	1.449000e-005	1.523570e-005
1.449999999999987e-005	1.450000e-005	1.524607e-005
1.450999999999987e-005	1.451000e-005	1.525645e-005
1.451999999999987e-005	1.452000e-005	1.526682e-005
1.452999999999987e-005	1.453000e-005	1.527719e-005
1.453999999999987e-005	1.454000e-005	1.528756e-005
1.454999999999987e-005	1.455000e-005	1.529793e-005
1.455999999999987e-005	1.456000e-005	1.530830e-005
1.456999999999987e-005	1.457000e-005	1.531867e-005
1.457999999999987e-005	1.458000e-005	1.532904e-005
1.458999999999987e-005	1.459000e-005	1.533941e-005
1.459999999999987e-005	1.460000e-005	1.534978e-005
1.460999999999987e-005	1.461000e-005	1.536015e-005
1.461999999999987e-005	1.462000e-005	1.537052e-005
1.462999999999987e-005	1.463000e-005	1.538089e-005
1.463999999999987e-005	1.464000e-005	1.539126e-005
1.464999999999987e-005	1.465000e-005	1.540163e-005
1.465999999999987e-005	1.466000e-005	1.541200e-005
1.466999999999987e-005	1.467000e-005	1.542237e-005
1.467999999999987e-005	1.468000e-005	1.543274e-005
1.468999999999987e-005	1.469000e-005	1.544311e-005
1.469999999999987e-005	1.470000e-005	1.545348e-005
1.470999999999987e-005	1.471000e-005	1.546385e-005
1.471999999999987e-005	1.472000e-005	1.547422e-005
1.472999999999987e-005	1.473000e-005	1.548459e-005
1.473999999999987e-005	1.474000e-005	1.549496e-005
1.474999999999987e-005	1.475000e-005	1.550533e-005
1.475999999999987e-005	1.476000e-005	1.551570e-005
1.476999999999987e-005	1.477000e-005	1.552607e-005
1.477999999999987e-005	1.478000e-005	1.553643e-005
1.478999999999987e-005	1.479000e-005	1.554680e-005
1.479999999999987e-005	1.480000e-005	1.555717e-005
1.480999999999987e-005	1.481000e-005	1.556754e-005
1.481999999999987e-005	1.482000e-005	1.557791e-005
1.482999999999987e-005	1.483000e-005	1.558828e-005
1.483999999999987e-005	1.484000e-005	1.559864e-005
1.484999999999987e-005	1.485000e-005	1.560901e-005
1.485999999999987e-005	1.486000e-005	1.561938e-005
1.486999999999987e-005	1.487000e-005	1.562975e-005
1.487999999999987e-005	1.488000e-005	1.564011e-005
1.488999999999987e-005	1.489000e-005	1.565048e-005
1.489999999999987e-005	1.490000e-005	1.566085e-005
1.490999999999987e-005	1.491000e-005	1.567122e-005
1.491999999999987e-005	1.492000e-005	1.568158e-005
1.492999999999987e-005	1.493000e-005	1.569195e-005
1.493999999999987e-005	1.494000e-005	1.570232e-005
1.494999999999987e-005	1.495000e-005	1.571268e-005
1.495999999999987e-005	1.496000e-005	1.572305e-005
1.496999999999987e-005	1.497000e-005	1.573342e-005
1.497999999999987e-005	1.498000e-005	1.574378e-005
1.498999999999987e-005	1.499000e-005	1.575415e-005
1.499999999999987e-005	1.500000e-005	1.576451e-005
1.500999999999987e-005	1.501000e-005	1.577488e-005
1.501999999999987e-005	1.502000e-005	1.578525e-005
1.502999999999987e-005	1.503000e-005	1.579561e-005
1.503999999999987e-005	1.504000e-005	1.580598e-005
1.504999999999987e-005	1.505000e-005	1.581634e-005
1.505999999999987e-005	1.506000e-005	1.582671e-005
1.506999999999987e-005	1.507000e-005	1.583707e-005
1.507999999999987e-005	1.508000e-005	1.584744e-005
1.508999999999987e-005	1.509000e-005	1.585780e-005
1.509999999999987e-005	1.510000e-005	1.586817e-005
1.510999999999987e-005	1.511000e-005	1.587854e-005
1.511999999999987e-005	1.512000e-005	1.588890e-005
1.512999999999987e-005	1.513000e-005	1.589926e-005
1.513999999999987e-005	1.514000e-005	1.590963e-005
1.514999999999987e-005	1.515000e-005	1.591999e-005
1.515999999999987e-005	1.516000e-005	1.593036e-005
1.516999999999987e-005	1.517000e-005	1.594072e-005
1.517999999999987e-005	1.518000e-005	1.595109e-005
1.518999999999987e-005	1.519000e-005	1.596145e-005
1.519999999999987e-005	1.520000e-005	1.597181e-005
1.520999999999987e-005	1.521000e-005	1.598218e-005
1.521999999999986e-005	1.522000e-005	1.599254e-005
1.522999999999986e-005	1.523000e-005	1.600290e-005
1.523999999999986e-005	1.524000e-005	1.601327e-005
1.524999999999986e-005	1.525000e-005	1.602363e-005
1.525999999999986e-005	1.526000e-005	1.603400e-005
1.526999999999987e-005	1.527000e-005	1.604436e-005
1.527999999999987e-005	1.528000e-005	1.605472e-005
1.528999999999987e-005	1.529000e-005	1.606509e-005
1.529999999999987e-005	1.530000e-005	1.607545e-005
1.530999999999987e-005	1.531000e-005	1.608581e-005
1.531999999999987e-005	1.532000e-005	1.609617e-005
1.532999999999988e-005	1.533000e-005	1.610654e-005
1.533999999999988e-005	1.534000e-005	1.611690e-005
1.534999999999988e-005	1.535000e-005	1.612726e-005
1.535999999999988e-005	1.536000e-005	1.613762e-005
1.536999999999988e-005	1.537000e-005	1.614799e-005
1.537999999999988e-005	1.538000e-005	1.615835e-005
1.538999999999989e-005	1.539000e-005	1.616871e-005
1.539999999999989e-005	1.540000e-005	1.617907e-005
1.540999999999989e-005	1.541000e-005	1.618943e-005
1.541999999999989e-005	1.542000e-005	1.619979e-005
1.542999999999989e-005	1.543000e-005	1.621016e-005
1.543999999999989e-005	1.544000e-005	1.622052e-005
1.544999999999989e-005	1.545000e-005	1.623088e-005
1.545999999999990e-005	1.546000e-005	1.624124e-005
1.546999999999990e-005	1.547000e-005	1.625160e-005
1.547999999999990e-005	1.548000e-005	1.626196e-005
1.548999999999990e-005	1.549000e-005	1.627232e-005
1.549999999999990e-005	1.550000e-005	1.628268e-005
1.550999999999990e-005	1.551000e-005	1.629304e-005
1.551999999999991e-005	1.552000e-005	1.630340e-005
1.552999999999991e-005	1.553000e-005	1.631376e-005
1.553999999999991e-005	1.554000e-005	1.632413e-005
1.554999999999991e-005	1.555000e-005	1.633448e-005
1.555999999999991e-005	1.556000e-005	1.634485e-005
1.556999999999991e-005	1.557000e-005	1.635520e-005
1.557999999999992e-005	1.558000e-005	1.636557e-005
1.558999999999992e-005	1.559000e-005	1.637593e-005
1.559999999999992e-005	1.560000e-005	1.638628e-005
1.560999999999992e-005	1.561000e-005	1.639664e-005
1.561999999999992e-005	1.562000e-005	1.640700e-005
1.562999999999992e-005	1.563000e-005	1.641736e-005
1.563999999999993e-005	1.564000e-005	1.642772e-005
1.564999999999993e-005	1.565000e-005	1.643808e-005
1.565999999999993e-005	1.566000e-005	1.644844e-005
1.566999999999993e-005	1.567000e-005	1.645880e-005
1.567999999999993e-005	1.568000e-005	1.646916e-005
1.568999999999993e-005	1.569000e-005	1.647952e-005
1.569999999999993e-005	1.570000e-005	1.648988e-005
1.570999999999994e-005	1.571000e-005	1.650023e-005
1.571999999999994e-005	1.572000e-005	1.651059e-005
1.572999999999994e-005	1.573000e-005	1.652095e-005
1.573999999999994e-005	1.574000e-005	1.653131e-005
1.574999999999994e-005	1.575000e-005	1.654167e-005
1.575999999999994e-005	1.576000e-005	1.655203e-005
1.576999999999995e-005	1.577000e-005	1.656238e-005
1.577999999999995e-005	1.578000e-005	1.657274e-005
1.578999999999995e-005	1.579000e-005	1.658310e-005
1.579999999999995e-005	1.580000e-005	1.659346e-005
1.580999999999995e-005	1.581000e-005	1.660381e-005
1.581999999999995e-005	1.582000e-005	1.661417e-005
1.582999999999996e-005	1.583000e-005	1.662453e-005
1.583999999999996e-005	1.584000e-005	1.663489e-005
1.584999999999996e-005	1.585000e-005	1.664524e-005
1.585999999999996e-005	1.586000e-005	1.665560e-005
1.586999999999996e-005	1.587000e-005	1.666596e-005
1.587999999999996e-005	1.588000e-005	1.667631e-005
1.588999999999997e-005	1.589000e-005	1.668667e-005
1.589999999999997e-005	1.590000e-005	1.669703e-005
1.590999999999997e-005	1.591000e-005	1.670738e-005
1.591999999999997e-005	1.592000e-005	1.671774e-005
1.592999999999997e-005	1.593000e-005	1.672809e-005
1.593999999999997e-005	1.594000e-005	1.673845e-005
1.594999999999997e-005	1.595000e-005	1.674881e-005
1.595999999999998e-005	1.596000e-005	1.675916e-005
1.596999999999998e-005	1.597000e-005	1.676952e-005
1.597999999999998e-005	1.598000e-005	1.677987e-005
1.598999999999998e-005	1.599000e-005	1.679023e-005
1.599999999999998e-005	1.600000e-005	1.680058e-005
1.600999999999998e-005	1.601000e-005	1.681094e-005
1.601999999999999e-005	1.602000e-005	1.682130e-005
1.602999999999999e-005	1.603000e-005	1.683165e-005
1.603999999999999e-005	1.604000e-005	1.684201e-005
1.604999999999999e-005	1.605000e-005	1.685236e-005
1.605999999999999e-005	1.606000e-005	1.686272e-005
1.606999999999999e-005	1.607000e-005	1.687307e-005
1.608000000000000e-005	1.608000e-005	1.688342e-005
1.609000000000000e-005	1.609000e-005	1.689378e-005
1.610000000000000e-005	1.610000e-005	1.690413e-005
1.611000000000000e-005	1.611000e-005	1.691449e-005
1.612000000000000e-005	1.612000e-005	1.692484e-005
1.613000000000000e-005	1.613000e-005	1.693520e-005
1.614000000000001e-005	1.614000e-005	1.694555e-005
1.615000000000001e-005	1.615000e-005	1.695590e-005
1.616000000000001e-005	1.616000e-005	1.696626e-005
