vout	Ix(U1:DRAIN)
1.590000000000001e+000	-1.063467e-006
1.600000000000001e+000	-1.063274e-006
1.610000000000001e+000	-1.063081e-006
1.620000000000001e+000	-1.062888e-006
1.630000000000001e+000	-1.062694e-006
1.640000000000001e+000	-1.062500e-006
1.650000000000001e+000	-1.062306e-006
1.660000000000001e+000	-1.062111e-006
1.670000000000001e+000	-1.061916e-006
1.680000000000001e+000	-1.061721e-006
1.690000000000001e+000	-1.061525e-006
1.700000000000001e+000	-1.061329e-006
1.710000000000001e+000	-1.061133e-006
1.720000000000001e+000	-1.060936e-006
1.730000000000001e+000	-1.060739e-006
1.740000000000001e+000	-1.060542e-006
1.750000000000001e+000	-1.060344e-006
1.760000000000001e+000	-1.060146e-006
1.770000000000001e+000	-1.059948e-006
1.780000000000001e+000	-1.059749e-006
1.790000000000001e+000	-1.059550e-006
1.800000000000001e+000	-1.059351e-006
1.810000000000001e+000	-1.059151e-006
1.820000000000001e+000	-1.058951e-006
1.830000000000001e+000	-1.058750e-006
1.840000000000001e+000	-1.058549e-006
1.850000000000001e+000	-1.058348e-006
1.860000000000001e+000	-1.058147e-006
1.870000000000001e+000	-1.057945e-006
1.880000000000001e+000	-1.057742e-006
1.890000000000002e+000	-1.057540e-006
1.900000000000002e+000	-1.057337e-006
1.910000000000002e+000	-1.057133e-006
1.920000000000002e+000	-1.056930e-006
1.930000000000002e+000	-1.056725e-006
1.940000000000002e+000	-1.056521e-006
1.950000000000002e+000	-1.056316e-006
1.960000000000002e+000	-1.056111e-006
1.970000000000002e+000	-1.055905e-006
1.980000000000002e+000	-1.055699e-006
1.990000000000002e+000	-1.055493e-006
2.000000000000001e+000	-1.055286e-006
2.010000000000001e+000	-1.055079e-006
2.020000000000001e+000	-1.054871e-006
2.030000000000001e+000	-1.054663e-006
2.040000000000001e+000	-1.054455e-006
2.050000000000000e+000	-1.054246e-006
2.060000000000000e+000	-1.054037e-006
2.070000000000000e+000	-1.053827e-006
2.080000000000000e+000	-1.053617e-006
2.089999999999999e+000	-1.053407e-006
2.099999999999999e+000	-1.053196e-006
2.109999999999999e+000	-1.052985e-006
2.119999999999999e+000	-1.052774e-006
2.129999999999999e+000	-1.052562e-006
2.139999999999998e+000	-1.052349e-006
2.149999999999998e+000	-1.052137e-006
2.159999999999998e+000	-1.051923e-006
2.169999999999998e+000	-1.051710e-006
2.179999999999998e+000	-1.051496e-006
2.189999999999997e+000	-1.051281e-006
2.199999999999997e+000	-1.051066e-006
2.209999999999997e+000	-1.050851e-006
2.219999999999997e+000	-1.050635e-006
2.229999999999996e+000	-1.050419e-006
2.239999999999996e+000	-1.050203e-006
2.249999999999996e+000	-1.049985e-006
2.259999999999996e+000	-1.049768e-006
2.269999999999996e+000	-1.049550e-006
2.279999999999995e+000	-1.049332e-006
2.289999999999995e+000	-1.049113e-006
2.299999999999995e+000	-1.048894e-006
2.309999999999995e+000	-1.048674e-006
2.319999999999995e+000	-1.048454e-006
2.329999999999994e+000	-1.048233e-006
2.339999999999994e+000	-1.048012e-006
2.349999999999994e+000	-1.047791e-006
2.359999999999994e+000	-1.047569e-006
2.369999999999993e+000	-1.047346e-006
2.379999999999993e+000	-1.047123e-006
2.389999999999993e+000	-1.046900e-006
2.399999999999993e+000	-1.046676e-006
2.409999999999993e+000	-1.046452e-006
2.419999999999992e+000	-1.046227e-006
2.429999999999992e+000	-1.046002e-006
2.439999999999992e+000	-1.045776e-006
2.449999999999992e+000	-1.045550e-006
2.459999999999992e+000	-1.045323e-006
2.469999999999991e+000	-1.045096e-006
2.479999999999991e+000	-1.044868e-006
2.489999999999991e+000	-1.044640e-006
2.499999999999991e+000	-1.044412e-006
2.509999999999991e+000	-1.044182e-006
2.519999999999990e+000	-1.043953e-006
2.529999999999990e+000	-1.043723e-006
2.539999999999990e+000	-1.043492e-006
2.549999999999990e+000	-1.043261e-006
2.559999999999989e+000	-1.043029e-006
2.569999999999989e+000	-1.042797e-006
2.579999999999989e+000	-1.042564e-006
2.589999999999989e+000	-1.042331e-006
2.599999999999989e+000	-1.042097e-006
2.609999999999988e+000	-1.041863e-006
2.619999999999988e+000	-1.041628e-006
2.629999999999988e+000	-1.041393e-006
2.639999999999988e+000	-1.041157e-006
2.649999999999988e+000	-1.040921e-006
2.659999999999987e+000	-1.040684e-006
2.669999999999987e+000	-1.040446e-006
2.679999999999987e+000	-1.040208e-006
2.689999999999987e+000	-1.039970e-006
2.699999999999986e+000	-1.039731e-006
2.709999999999986e+000	-1.039491e-006
2.719999999999986e+000	-1.039251e-006
2.729999999999986e+000	-1.039010e-006
2.739999999999986e+000	-1.038768e-006
2.749999999999985e+000	-1.038527e-006
2.759999999999985e+000	-1.038284e-006
2.769999999999985e+000	-1.038041e-006
2.779999999999985e+000	-1.037797e-006
2.789999999999985e+000	-1.037553e-006
2.799999999999984e+000	-1.037308e-006
2.809999999999984e+000	-1.037063e-006
2.819999999999984e+000	-1.036817e-006
2.829999999999984e+000	-1.036570e-006
2.839999999999983e+000	-1.036323e-006
2.849999999999983e+000	-1.036075e-006
2.859999999999983e+000	-1.035827e-006
2.869999999999983e+000	-1.035578e-006
2.879999999999983e+000	-1.035328e-006
2.889999999999982e+000	-1.035078e-006
2.899999999999982e+000	-1.034827e-006
2.909999999999982e+000	-1.034575e-006
2.919999999999982e+000	-1.034323e-006
2.929999999999982e+000	-1.034071e-006
2.939999999999981e+000	-1.033817e-006
2.949999999999981e+000	-1.033563e-006
2.959999999999981e+000	-1.033309e-006
2.969999999999981e+000	-1.033053e-006
2.979999999999980e+000	-1.032797e-006
2.989999999999980e+000	-1.032540e-006
2.999999999999980e+000	-1.032283e-006
3.009999999999980e+000	-1.032025e-006
3.019999999999980e+000	-1.031767e-006
3.029999999999979e+000	-1.031507e-006
3.039999999999979e+000	-1.031247e-006
3.049999999999979e+000	-1.030987e-006
3.059999999999979e+000	-1.030725e-006
3.069999999999979e+000	-1.030463e-006
3.079999999999978e+000	-1.030200e-006
3.089999999999978e+000	-1.029937e-006
3.099999999999978e+000	-1.029673e-006
3.109999999999978e+000	-1.029408e-006
3.119999999999978e+000	-1.029142e-006
3.129999999999977e+000	-1.028876e-006
3.139999999999977e+000	-1.028609e-006
3.149999999999977e+000	-1.028341e-006
3.159999999999977e+000	-1.028073e-006
3.169999999999976e+000	-1.027803e-006
3.179999999999976e+000	-1.027534e-006
3.189999999999976e+000	-1.027263e-006
3.199999999999976e+000	-1.026991e-006
3.209999999999976e+000	-1.026719e-006
3.219999999999975e+000	-1.026446e-006
3.229999999999975e+000	-1.026172e-006
3.239999999999975e+000	-1.025898e-006
3.249999999999975e+000	-1.025622e-006
3.259999999999975e+000	-1.025346e-006
3.269999999999974e+000	-1.025069e-006
3.279999999999974e+000	-1.024792e-006
3.289999999999974e+000	-1.024513e-006
3.299999999999974e+000	-1.024234e-006
3.309999999999973e+000	-1.023954e-006
3.319999999999973e+000	-1.023673e-006
3.329999999999973e+000	-1.023391e-006
3.339999999999973e+000	-1.023108e-006
3.349999999999973e+000	-1.022825e-006
3.359999999999972e+000	-1.022540e-006
3.369999999999972e+000	-1.022255e-006
3.379999999999972e+000	-1.021969e-006
3.389999999999972e+000	-1.021682e-006
3.399999999999972e+000	-1.021395e-006
3.409999999999971e+000	-1.021106e-006
3.419999999999971e+000	-1.020816e-006
3.429999999999971e+000	-1.020526e-006
3.439999999999971e+000	-1.020235e-006
3.449999999999970e+000	-1.019942e-006
3.459999999999970e+000	-1.019649e-006
3.469999999999970e+000	-1.019355e-006
3.479999999999970e+000	-1.019060e-006
3.489999999999970e+000	-1.018764e-006
3.499999999999969e+000	-1.018468e-006
3.509999999999969e+000	-1.018170e-006
3.519999999999969e+000	-1.017871e-006
3.529999999999969e+000	-1.017571e-006
3.539999999999969e+000	-1.017271e-006
3.549999999999968e+000	-1.016969e-006
3.559999999999968e+000	-1.016666e-006
3.569999999999968e+000	-1.016363e-006
3.579999999999968e+000	-1.016058e-006
3.589999999999967e+000	-1.015752e-006
3.599999999999967e+000	-1.015446e-006
3.609999999999967e+000	-1.015138e-006
3.619999999999967e+000	-1.014829e-006
3.629999999999967e+000	-1.014520e-006
3.639999999999966e+000	-1.014209e-006
3.649999999999966e+000	-1.013897e-006
3.659999999999966e+000	-1.013584e-006
3.669999999999966e+000	-1.013270e-006
3.679999999999966e+000	-1.012955e-006
3.689999999999965e+000	-1.012639e-006
3.699999999999965e+000	-1.012321e-006
3.709999999999965e+000	-1.012003e-006
3.719999999999965e+000	-1.011683e-006
3.729999999999965e+000	-1.011363e-006
3.739999999999964e+000	-1.011041e-006
3.749999999999964e+000	-1.010718e-006
3.759999999999964e+000	-1.010394e-006
3.769999999999964e+000	-1.010068e-006
3.779999999999963e+000	-1.009742e-006
3.789999999999963e+000	-1.009414e-006
3.799999999999963e+000	-1.009085e-006
3.809999999999963e+000	-1.008755e-006
3.819999999999963e+000	-1.008423e-006
3.829999999999962e+000	-1.008091e-006
3.839999999999962e+000	-1.007757e-006
3.849999999999962e+000	-1.007422e-006
3.859999999999962e+000	-1.007085e-006
3.869999999999962e+000	-1.006748e-006
3.879999999999961e+000	-1.006409e-006
3.889999999999961e+000	-1.006068e-006
3.899999999999961e+000	-1.005727e-006
3.909999999999961e+000	-1.005384e-006
3.919999999999960e+000	-1.005039e-006
3.929999999999960e+000	-1.004693e-006
3.939999999999960e+000	-1.004346e-006
3.949999999999960e+000	-1.003998e-006
3.959999999999960e+000	-1.003648e-006
3.969999999999959e+000	-1.003297e-006
3.979999999999959e+000	-1.002944e-006
3.989999999999959e+000	-1.002590e-006
3.999999999999959e+000	-1.002234e-006
4.009999999999959e+000	-1.001877e-006
4.019999999999959e+000	-1.001518e-006
4.029999999999959e+000	-1.001158e-006
4.039999999999958e+000	-1.000796e-006
4.049999999999958e+000	-1.000433e-006
4.059999999999958e+000	-1.000068e-006
4.069999999999958e+000	-9.997020e-007
4.079999999999957e+000	-9.993341e-007
4.089999999999957e+000	-9.989645e-007
4.099999999999957e+000	-9.985935e-007
4.109999999999957e+000	-9.982206e-007
4.119999999999957e+000	-9.978461e-007
4.129999999999956e+000	-9.974700e-007
4.139999999999956e+000	-9.970921e-007
4.149999999999956e+000	-9.967126e-007
4.159999999999956e+000	-9.963313e-007
4.169999999999956e+000	-9.959482e-007
4.179999999999955e+000	-9.955635e-007
4.189999999999955e+000	-9.951768e-007
4.199999999999955e+000	-9.947884e-007
4.209999999999955e+000	-9.943981e-007
4.219999999999955e+000	-9.940060e-007
4.229999999999954e+000	-9.936120e-007
4.239999999999954e+000	-9.932161e-007
4.249999999999954e+000	-9.928183e-007
4.259999999999954e+000	-9.924186e-007
4.269999999999953e+000	-9.920168e-007
4.279999999999953e+000	-9.916131e-007
4.289999999999953e+000	-9.912073e-007
4.299999999999953e+000	-9.907995e-007
4.309999999999953e+000	-9.903896e-007
4.319999999999952e+000	-9.899777e-007
4.329999999999952e+000	-9.895637e-007
4.339999999999952e+000	-9.891475e-007
4.349999999999952e+000	-9.887290e-007
4.359999999999952e+000	-9.883084e-007
4.369999999999951e+000	-9.878856e-007
4.379999999999951e+000	-9.874606e-007
4.389999999999951e+000	-9.870331e-007
4.399999999999951e+000	-9.866035e-007
4.409999999999950e+000	-9.861715e-007
4.419999999999950e+000	-9.857370e-007
4.429999999999950e+000	-9.853002e-007
4.439999999999950e+000	-9.848609e-007
4.449999999999950e+000	-9.844191e-007
4.459999999999949e+000	-9.839748e-007
4.469999999999949e+000	-9.835279e-007
4.479999999999949e+000	-9.830784e-007
4.489999999999949e+000	-9.826263e-007
4.499999999999949e+000	-9.821714e-007
4.509999999999948e+000	-9.817137e-007
4.519999999999948e+000	-9.812532e-007
4.529999999999948e+000	-9.807897e-007
4.539999999999948e+000	-9.803231e-007
4.549999999999947e+000	-9.798531e-007
4.559999999999947e+000	-9.793795e-007
4.569999999999947e+000	-9.789019e-007
4.579999999999947e+000	-9.784193e-007
4.589999999999947e+000	-9.779304e-007
4.599999999999946e+000	-9.774329e-007
4.609999999999946e+000	-9.769226e-007
4.619999999999946e+000	-9.763933e-007
4.629999999999946e+000	-9.758369e-007
4.639999999999946e+000	-9.752424e-007
4.649999999999945e+000	-9.745954e-007
4.659999999999945e+000	-9.738750e-007
4.669999999999945e+000	-9.730514e-007
4.679999999999945e+000	-9.720825e-007
4.689999999999944e+000	-9.709095e-007
4.699999999999944e+000	-9.694526e-007
4.709999999999944e+000	-9.676065e-007
4.719999999999944e+000	-9.652365e-007
4.729999999999944e+000	-9.621783e-007
4.739999999999943e+000	-9.582403e-007
4.749999999999943e+000	-9.532115e-007
4.759999999999943e+000	-9.468716e-007
4.769999999999943e+000	-9.390025e-007
4.779999999999943e+000	-9.293956e-007
4.789999999999942e+000	-9.178520e-007
4.799999999999942e+000	-9.041760e-007
4.809999999999942e+000	-8.881762e-007
4.819999999999942e+000	-8.696756e-007
4.829999999999942e+000	-8.485184e-007
4.839999999999941e+000	-8.245705e-007
4.849999999999941e+000	-7.977165e-007
4.859999999999941e+000	-7.678569e-007
4.869999999999941e+000	-7.349047e-007
4.879999999999940e+000	-6.987837e-007
4.889999999999940e+000	-6.594265e-007
4.899999999999940e+000	-6.167738e-007
4.909999999999940e+000	-5.707730e-007
4.919999999999940e+000	-5.213768e-007
4.929999999999939e+000	-4.685431e-007
4.939999999999939e+000	-4.122346e-007
4.949999999999939e+000	-3.524185e-007
4.959999999999939e+000	-2.890671e-007
4.969999999999939e+000	-2.221584e-007
4.979999999999938e+000	-1.516783e-007
4.989999999999938e+000	-7.762235e-008
5.000000000000000e+000	2.039574e-012
