vout	Ix(U1:DRAIN)
5.000000000000002e-001	-1.126035e-007
5.100000000000002e-001	-1.125802e-007
5.200000000000002e-001	-1.125570e-007
5.300000000000003e-001	-1.125337e-007
5.400000000000003e-001	-1.125104e-007
5.500000000000003e-001	-1.124871e-007
5.600000000000003e-001	-1.124638e-007
5.700000000000003e-001	-1.124404e-007
5.800000000000003e-001	-1.124170e-007
5.900000000000003e-001	-1.123936e-007
6.000000000000003e-001	-1.123701e-007
6.100000000000003e-001	-1.123466e-007
6.200000000000003e-001	-1.123231e-007
6.300000000000003e-001	-1.122995e-007
6.400000000000004e-001	-1.122759e-007
6.500000000000004e-001	-1.122523e-007
6.600000000000004e-001	-1.122287e-007
6.700000000000004e-001	-1.122050e-007
6.800000000000004e-001	-1.121813e-007
6.900000000000004e-001	-1.121576e-007
7.000000000000004e-001	-1.121338e-007
7.100000000000004e-001	-1.121101e-007
7.200000000000004e-001	-1.120862e-007
7.300000000000004e-001	-1.120624e-007
7.400000000000004e-001	-1.120385e-007
7.500000000000004e-001	-1.120146e-007
7.600000000000005e-001	-1.119907e-007
7.700000000000005e-001	-1.119667e-007
7.800000000000005e-001	-1.119427e-007
7.900000000000005e-001	-1.119187e-007
8.000000000000005e-001	-1.118946e-007
8.100000000000005e-001	-1.118705e-007
8.200000000000005e-001	-1.118464e-007
8.300000000000005e-001	-1.118223e-007
8.400000000000005e-001	-1.117981e-007
8.500000000000005e-001	-1.117739e-007
8.600000000000005e-001	-1.117496e-007
8.700000000000006e-001	-1.117253e-007
8.800000000000006e-001	-1.117010e-007
8.900000000000006e-001	-1.116767e-007
9.000000000000006e-001	-1.116523e-007
9.100000000000006e-001	-1.116279e-007
9.200000000000006e-001	-1.116035e-007
9.300000000000006e-001	-1.115790e-007
9.400000000000006e-001	-1.115545e-007
9.500000000000006e-001	-1.115300e-007
9.600000000000006e-001	-1.115054e-007
9.700000000000006e-001	-1.114808e-007
9.800000000000007e-001	-1.114562e-007
9.900000000000007e-001	-1.114315e-007
1.000000000000001e+000	-1.114068e-007
1.010000000000001e+000	-1.113821e-007
1.020000000000001e+000	-1.113573e-007
1.030000000000001e+000	-1.113325e-007
1.040000000000001e+000	-1.113077e-007
1.050000000000001e+000	-1.112829e-007
1.060000000000001e+000	-1.112580e-007
1.070000000000001e+000	-1.112330e-007
1.080000000000001e+000	-1.112081e-007
1.090000000000001e+000	-1.111831e-007
1.100000000000001e+000	-1.111580e-007
1.110000000000001e+000	-1.111330e-007
1.120000000000001e+000	-1.111079e-007
1.130000000000001e+000	-1.110827e-007
1.140000000000001e+000	-1.110576e-007
1.150000000000001e+000	-1.110324e-007
1.160000000000001e+000	-1.110071e-007
1.170000000000001e+000	-1.109819e-007
1.180000000000001e+000	-1.109566e-007
1.190000000000001e+000	-1.109312e-007
1.200000000000001e+000	-1.109058e-007
1.210000000000001e+000	-1.108804e-007
1.220000000000001e+000	-1.108550e-007
1.230000000000001e+000	-1.108295e-007
1.240000000000001e+000	-1.108040e-007
1.250000000000001e+000	-1.107784e-007
1.260000000000001e+000	-1.107528e-007
1.270000000000001e+000	-1.107272e-007
1.280000000000001e+000	-1.107015e-007
1.290000000000001e+000	-1.106758e-007
1.300000000000001e+000	-1.106501e-007
1.310000000000001e+000	-1.106243e-007
1.320000000000001e+000	-1.105985e-007
1.330000000000001e+000	-1.105727e-007
1.340000000000001e+000	-1.105468e-007
1.350000000000001e+000	-1.105208e-007
1.360000000000001e+000	-1.104949e-007
1.370000000000001e+000	-1.104689e-007
1.380000000000001e+000	-1.104428e-007
1.390000000000001e+000	-1.104168e-007
1.400000000000001e+000	-1.103907e-007
1.410000000000001e+000	-1.103645e-007
1.420000000000001e+000	-1.103383e-007
1.430000000000001e+000	-1.103121e-007
1.440000000000001e+000	-1.102858e-007
1.450000000000001e+000	-1.102595e-007
1.460000000000001e+000	-1.102332e-007
1.470000000000001e+000	-1.102068e-007
1.480000000000001e+000	-1.101804e-007
1.490000000000001e+000	-1.101539e-007
1.500000000000001e+000	-1.101274e-007
1.510000000000001e+000	-1.101008e-007
1.520000000000001e+000	-1.100743e-007
1.530000000000001e+000	-1.100476e-007
1.540000000000001e+000	-1.100210e-007
1.550000000000001e+000	-1.099943e-007
1.560000000000001e+000	-1.099675e-007
1.570000000000001e+000	-1.099407e-007
1.580000000000001e+000	-1.099139e-007
1.590000000000001e+000	-1.098871e-007
1.600000000000001e+000	-1.098602e-007
1.610000000000001e+000	-1.098332e-007
1.620000000000001e+000	-1.098062e-007
1.630000000000001e+000	-1.097792e-007
1.640000000000001e+000	-1.097521e-007
1.650000000000001e+000	-1.097250e-007
1.660000000000001e+000	-1.096978e-007
1.670000000000001e+000	-1.096706e-007
1.680000000000001e+000	-1.096434e-007
1.690000000000001e+000	-1.096161e-007
1.700000000000001e+000	-1.095888e-007
1.710000000000001e+000	-1.095614e-007
1.720000000000001e+000	-1.095340e-007
1.730000000000001e+000	-1.095065e-007
1.740000000000001e+000	-1.094790e-007
1.750000000000001e+000	-1.094515e-007
1.760000000000001e+000	-1.094239e-007
1.770000000000001e+000	-1.093962e-007
1.780000000000001e+000	-1.093685e-007
1.790000000000001e+000	-1.093408e-007
1.800000000000001e+000	-1.093130e-007
1.810000000000001e+000	-1.092852e-007
1.820000000000001e+000	-1.092574e-007
1.830000000000001e+000	-1.092295e-007
1.840000000000001e+000	-1.092015e-007
1.850000000000001e+000	-1.091735e-007
1.860000000000001e+000	-1.091455e-007
1.870000000000001e+000	-1.091174e-007
1.880000000000001e+000	-1.090892e-007
1.890000000000002e+000	-1.090611e-007
1.900000000000002e+000	-1.090328e-007
1.910000000000002e+000	-1.090046e-007
1.920000000000002e+000	-1.089762e-007
1.930000000000002e+000	-1.089479e-007
1.940000000000002e+000	-1.089194e-007
1.950000000000002e+000	-1.088910e-007
1.960000000000002e+000	-1.088625e-007
1.970000000000002e+000	-1.088339e-007
1.980000000000002e+000	-1.088053e-007
1.990000000000002e+000	-1.087766e-007
2.000000000000001e+000	-1.087479e-007
2.010000000000001e+000	-1.087191e-007
2.020000000000001e+000	-1.086903e-007
2.030000000000001e+000	-1.086615e-007
2.040000000000001e+000	-1.086326e-007
2.050000000000000e+000	-1.086036e-007
2.060000000000000e+000	-1.085746e-007
2.070000000000000e+000	-1.085455e-007
2.080000000000000e+000	-1.085164e-007
2.089999999999999e+000	-1.084873e-007
2.099999999999999e+000	-1.084581e-007
2.109999999999999e+000	-1.084288e-007
2.119999999999999e+000	-1.083995e-007
2.129999999999999e+000	-1.083701e-007
2.139999999999998e+000	-1.083407e-007
2.149999999999998e+000	-1.083112e-007
2.159999999999998e+000	-1.082817e-007
2.169999999999998e+000	-1.082521e-007
2.179999999999998e+000	-1.082225e-007
2.189999999999997e+000	-1.081928e-007
2.199999999999997e+000	-1.081631e-007
2.209999999999997e+000	-1.081333e-007
2.219999999999997e+000	-1.081034e-007
2.229999999999996e+000	-1.080735e-007
2.239999999999996e+000	-1.080436e-007
2.249999999999996e+000	-1.080136e-007
2.259999999999996e+000	-1.079835e-007
2.269999999999996e+000	-1.079534e-007
2.279999999999995e+000	-1.079232e-007
2.289999999999995e+000	-1.078930e-007
2.299999999999995e+000	-1.078627e-007
2.309999999999995e+000	-1.078323e-007
2.319999999999995e+000	-1.078019e-007
2.329999999999994e+000	-1.077715e-007
2.339999999999994e+000	-1.077409e-007
2.349999999999994e+000	-1.077104e-007
2.359999999999994e+000	-1.076797e-007
2.369999999999993e+000	-1.076490e-007
2.379999999999993e+000	-1.076183e-007
2.389999999999993e+000	-1.075875e-007
2.399999999999993e+000	-1.075566e-007
2.409999999999993e+000	-1.075257e-007
2.419999999999992e+000	-1.074947e-007
2.429999999999992e+000	-1.074636e-007
2.439999999999992e+000	-1.074325e-007
2.449999999999992e+000	-1.074013e-007
2.459999999999992e+000	-1.073701e-007
2.469999999999991e+000	-1.073388e-007
2.479999999999991e+000	-1.073075e-007
2.489999999999991e+000	-1.072760e-007
2.499999999999991e+000	-1.072446e-007
2.509999999999991e+000	-1.072130e-007
2.519999999999990e+000	-1.071814e-007
2.529999999999990e+000	-1.071497e-007
2.539999999999990e+000	-1.071180e-007
2.549999999999990e+000	-1.070862e-007
2.559999999999989e+000	-1.070544e-007
2.569999999999989e+000	-1.070224e-007
2.579999999999989e+000	-1.069904e-007
2.589999999999989e+000	-1.069584e-007
2.599999999999989e+000	-1.069263e-007
2.609999999999988e+000	-1.068941e-007
2.619999999999988e+000	-1.068618e-007
2.629999999999988e+000	-1.068295e-007
2.639999999999988e+000	-1.067971e-007
2.649999999999988e+000	-1.067646e-007
2.659999999999987e+000	-1.067321e-007
2.669999999999987e+000	-1.066995e-007
2.679999999999987e+000	-1.066669e-007
2.689999999999987e+000	-1.066341e-007
2.699999999999986e+000	-1.066013e-007
2.709999999999986e+000	-1.065685e-007
2.719999999999986e+000	-1.065355e-007
2.729999999999986e+000	-1.065025e-007
2.739999999999986e+000	-1.064694e-007
2.749999999999985e+000	-1.064363e-007
2.759999999999985e+000	-1.064030e-007
2.769999999999985e+000	-1.063697e-007
2.779999999999985e+000	-1.063364e-007
2.789999999999985e+000	-1.063029e-007
2.799999999999984e+000	-1.062694e-007
2.809999999999984e+000	-1.062358e-007
2.819999999999984e+000	-1.062021e-007
2.829999999999984e+000	-1.061684e-007
2.839999999999983e+000	-1.061346e-007
2.849999999999983e+000	-1.061007e-007
2.859999999999983e+000	-1.060667e-007
2.869999999999983e+000	-1.060327e-007
2.879999999999983e+000	-1.059985e-007
2.889999999999982e+000	-1.059643e-007
2.899999999999982e+000	-1.059301e-007
2.909999999999982e+000	-1.058957e-007
2.919999999999982e+000	-1.058613e-007
2.929999999999982e+000	-1.058268e-007
2.939999999999981e+000	-1.057922e-007
2.949999999999981e+000	-1.057575e-007
2.959999999999981e+000	-1.057227e-007
2.969999999999981e+000	-1.056879e-007
2.979999999999980e+000	-1.056530e-007
2.989999999999980e+000	-1.056180e-007
2.999999999999980e+000	-1.055829e-007
3.009999999999980e+000	-1.055477e-007
3.019999999999980e+000	-1.055125e-007
3.029999999999979e+000	-1.054771e-007
3.039999999999979e+000	-1.054417e-007
3.049999999999979e+000	-1.054062e-007
3.059999999999979e+000	-1.053706e-007
3.069999999999979e+000	-1.053349e-007
3.079999999999978e+000	-1.052991e-007
3.089999999999978e+000	-1.052633e-007
3.099999999999978e+000	-1.052273e-007
3.109999999999978e+000	-1.051913e-007
3.119999999999978e+000	-1.051552e-007
3.129999999999977e+000	-1.051190e-007
3.139999999999977e+000	-1.050827e-007
3.149999999999977e+000	-1.050463e-007
3.159999999999977e+000	-1.050098e-007
3.169999999999976e+000	-1.049732e-007
3.179999999999976e+000	-1.049365e-007
3.189999999999976e+000	-1.048998e-007
3.199999999999976e+000	-1.048629e-007
3.209999999999976e+000	-1.048259e-007
3.219999999999975e+000	-1.047889e-007
3.229999999999975e+000	-1.047517e-007
3.239999999999975e+000	-1.047145e-007
3.249999999999975e+000	-1.046772e-007
3.259999999999975e+000	-1.046397e-007
3.269999999999974e+000	-1.046022e-007
3.279999999999974e+000	-1.045645e-007
3.289999999999974e+000	-1.045268e-007
3.299999999999974e+000	-1.044889e-007
3.309999999999973e+000	-1.044510e-007
3.319999999999973e+000	-1.044130e-007
3.329999999999973e+000	-1.043748e-007
3.339999999999973e+000	-1.043366e-007
3.349999999999973e+000	-1.042982e-007
3.359999999999972e+000	-1.042597e-007
3.369999999999972e+000	-1.042212e-007
3.379999999999972e+000	-1.041825e-007
3.389999999999972e+000	-1.041437e-007
3.399999999999972e+000	-1.041048e-007
3.409999999999971e+000	-1.040658e-007
3.419999999999971e+000	-1.040267e-007
3.429999999999971e+000	-1.039875e-007
3.439999999999971e+000	-1.039481e-007
3.449999999999970e+000	-1.039087e-007
3.459999999999970e+000	-1.038691e-007
3.469999999999970e+000	-1.038294e-007
3.479999999999970e+000	-1.037896e-007
3.489999999999970e+000	-1.037497e-007
3.499999999999969e+000	-1.037097e-007
3.509999999999969e+000	-1.036696e-007
3.519999999999969e+000	-1.036293e-007
3.529999999999969e+000	-1.035889e-007
3.539999999999969e+000	-1.035484e-007
3.549999999999968e+000	-1.035078e-007
3.559999999999968e+000	-1.034670e-007
3.569999999999968e+000	-1.034262e-007
3.579999999999968e+000	-1.033852e-007
3.589999999999967e+000	-1.033440e-007
3.599999999999967e+000	-1.033028e-007
3.609999999999967e+000	-1.032614e-007
3.619999999999967e+000	-1.032199e-007
3.629999999999967e+000	-1.031783e-007
3.639999999999966e+000	-1.031365e-007
3.649999999999966e+000	-1.030946e-007
3.659999999999966e+000	-1.030526e-007
3.669999999999966e+000	-1.030104e-007
3.679999999999966e+000	-1.029681e-007
3.689999999999965e+000	-1.029256e-007
3.699999999999965e+000	-1.028831e-007
3.709999999999965e+000	-1.028403e-007
3.719999999999965e+000	-1.027975e-007
3.729999999999965e+000	-1.027545e-007
3.739999999999964e+000	-1.027113e-007
3.749999999999964e+000	-1.026681e-007
3.759999999999964e+000	-1.026246e-007
3.769999999999964e+000	-1.025811e-007
3.779999999999963e+000	-1.025373e-007
3.789999999999963e+000	-1.024935e-007
3.799999999999963e+000	-1.024494e-007
3.809999999999963e+000	-1.024053e-007
3.819999999999963e+000	-1.023609e-007
3.829999999999962e+000	-1.023164e-007
3.839999999999962e+000	-1.022718e-007
3.849999999999962e+000	-1.022270e-007
3.859999999999962e+000	-1.021820e-007
3.869999999999962e+000	-1.021369e-007
3.879999999999961e+000	-1.020916e-007
3.889999999999961e+000	-1.020462e-007
3.899999999999961e+000	-1.020006e-007
3.909999999999961e+000	-1.019548e-007
3.919999999999960e+000	-1.019089e-007
3.929999999999960e+000	-1.018628e-007
3.939999999999960e+000	-1.018165e-007
3.949999999999960e+000	-1.017700e-007
3.959999999999960e+000	-1.017234e-007
3.969999999999959e+000	-1.016766e-007
3.979999999999959e+000	-1.016296e-007
3.989999999999959e+000	-1.015824e-007
3.999999999999959e+000	-1.015350e-007
4.009999999999959e+000	-1.014875e-007
4.019999999999959e+000	-1.014398e-007
4.029999999999959e+000	-1.013919e-007
4.039999999999958e+000	-1.013438e-007
4.049999999999958e+000	-1.012955e-007
4.059999999999958e+000	-1.012470e-007
4.069999999999958e+000	-1.011983e-007
4.079999999999957e+000	-1.011494e-007
4.089999999999957e+000	-1.011003e-007
4.099999999999957e+000	-1.010510e-007
4.109999999999957e+000	-1.010015e-007
4.119999999999957e+000	-1.009518e-007
4.129999999999956e+000	-1.009019e-007
4.139999999999956e+000	-1.008518e-007
4.149999999999956e+000	-1.008015e-007
4.159999999999956e+000	-1.007509e-007
4.169999999999956e+000	-1.007001e-007
4.179999999999955e+000	-1.006491e-007
4.189999999999955e+000	-1.005979e-007
4.199999999999955e+000	-1.005465e-007
4.209999999999955e+000	-1.004948e-007
4.219999999999955e+000	-1.004429e-007
4.229999999999954e+000	-1.003907e-007
4.239999999999954e+000	-1.003383e-007
4.249999999999954e+000	-1.002857e-007
4.259999999999954e+000	-1.002328e-007
4.269999999999953e+000	-1.001797e-007
4.279999999999953e+000	-1.001263e-007
4.289999999999953e+000	-1.000727e-007
4.299999999999953e+000	-1.000188e-007
4.309999999999953e+000	-9.996465e-008
4.319999999999952e+000	-9.991025e-008
4.329999999999952e+000	-9.985556e-008
4.339999999999952e+000	-9.980062e-008
4.349999999999952e+000	-9.974539e-008
4.359999999999952e+000	-9.968988e-008
4.369999999999951e+000	-9.963409e-008
4.379999999999951e+000	-9.957802e-008
4.389999999999951e+000	-9.952165e-008
4.399999999999951e+000	-9.946499e-008
4.409999999999950e+000	-9.940803e-008
4.419999999999950e+000	-9.935076e-008
4.429999999999950e+000	-9.929320e-008
4.439999999999950e+000	-9.923531e-008
4.449999999999950e+000	-9.917711e-008
4.459999999999949e+000	-9.911859e-008
4.469999999999949e+000	-9.905973e-008
4.479999999999949e+000	-9.900055e-008
4.489999999999949e+000	-9.894104e-008
4.499999999999949e+000	-9.888117e-008
4.509999999999948e+000	-9.882096e-008
4.519999999999948e+000	-9.876040e-008
4.529999999999948e+000	-9.869947e-008
4.539999999999948e+000	-9.863819e-008
4.549999999999947e+000	-9.857653e-008
4.559999999999947e+000	-9.851450e-008
4.569999999999947e+000	-9.845208e-008
4.579999999999947e+000	-9.838926e-008
4.589999999999947e+000	-9.832605e-008
4.599999999999946e+000	-9.826244e-008
4.609999999999946e+000	-9.819841e-008
4.619999999999946e+000	-9.813397e-008
4.629999999999946e+000	-9.806908e-008
4.639999999999946e+000	-9.800375e-008
4.649999999999945e+000	-9.793796e-008
4.659999999999945e+000	-9.787168e-008
4.669999999999945e+000	-9.780486e-008
4.679999999999945e+000	-9.773742e-008
4.689999999999944e+000	-9.766929e-008
4.699999999999944e+000	-9.760036e-008
4.709999999999944e+000	-9.753051e-008
4.719999999999944e+000	-9.745954e-008
4.729999999999944e+000	-9.738715e-008
4.739999999999943e+000	-9.731293e-008
4.749999999999943e+000	-9.723625e-008
4.759999999999943e+000	-9.715620e-008
4.769999999999943e+000	-9.707146e-008
4.779999999999943e+000	-9.698010e-008
4.789999999999942e+000	-9.687928e-008
4.799999999999942e+000	-9.676487e-008
4.809999999999942e+000	-9.663082e-008
4.819999999999942e+000	-9.646833e-008
4.829999999999942e+000	-9.626457e-008
4.839999999999941e+000	-9.600104e-008
4.849999999999941e+000	-9.565107e-008
4.859999999999941e+000	-9.517672e-008
4.869999999999941e+000	-9.452454e-008
4.879999999999940e+000	-9.362069e-008
4.889999999999940e+000	-9.236555e-008
4.899999999999940e+000	-9.062882e-008
4.909999999999940e+000	-8.824658e-008
4.919999999999940e+000	-8.502180e-008
4.929999999999939e+000	-8.072905e-008
4.939999999999939e+000	-7.512194e-008
4.949999999999939e+000	-6.794203e-008
4.959999999999939e+000	-5.893094e-008
4.969999999999939e+000	-4.784298e-008
4.979999999999938e+000	-3.445337e-008
4.989999999999938e+000	-1.856249e-008
5.000000000000000e+000	1.918326e-012
